,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Scientific_Name,Common_Name
9160,195648,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,88 King St,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.78056919,-122.3889934,Platanus x hispanica ,Sycamore: London Plane
9161,229005,DPW Maintained,Lophostemon confertus :: Brisbane Box,101 Liberty St,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75748693,-122.4237736,Lophostemon confertus ,Brisbane Box
9167,143108,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,518 Filbert St,3.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.80159568,-122.4080188,Platanus x hispanica ,Sycamore: London Plane
9168,59090,DPW Maintained,Lophostemon confertus :: Brisbane Box,3522 Fulton St,1.0,Sidewalk: Curb side : Cutout,Private,4/23/80 0:00,18,,37.77331094,-122.4695882,Lophostemon confertus ,Brisbane Box
9170,135312,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,864 California St,3.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.79214699,-122.4090252,Platanus x hispanica ,Sycamore: London Plane
9172,13829,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,965 Market St,2.0,Sidewalk: Curb side : Cutout,DPW,,35,4X4,37.78278927,-122.4093875,Platanus x hispanica ,Sycamore: London Plane
9177,22165,DPW Maintained,Lophostemon confertus :: Brisbane Box,3899X 03rd St,1.0,Sidewalk: Curb side : Cutout,DPW,3/1/16 0:00,3,3x3,37.74185155,-122.3881208,Lophostemon confertus ,Brisbane Box
9181,134415,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,597 Van Ness Ave,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78068836,-122.4205422,Platanus x hispanica ,Sycamore: London Plane
9187,40369,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,501- 513 Broadway,2.0,Sidewalk: Curb side : Cutout,Private,5/26/99 0:00,6,4x4,37.79790127,-122.4056707,Platanus x hispanica ,Sycamore: London Plane
9191,133605,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2600 Lyon St,13.0,Sidewalk: Curb side : Cutout,Private,,13,Width 4ft,37.79508049,-122.4466995,Platanus x hispanica ,Sycamore: London Plane
9192,5325,DPW Maintained,Pittosporum undulatum :: Victorian Box,2880X Sacramento St,2.0,Sidewalk: Curb side : Cutout,Private,,12,4X4,37.78909315,-122.4403664,Pittosporum undulatum ,Victorian Box
9193,245876,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,232 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.77277751,-122.4389818,Platanus x hispanica ,Sycamore: London Plane
9194,202567,DPW Maintained,Lophostemon confertus :: Brisbane Box,673 Brannan St,5.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.77535442,-122.4001355,Lophostemon confertus ,Brisbane Box
9203,218305,DPW Maintained,Pittosporum undulatum :: Victorian Box,490 Castenada Ave,3.0,Sidewalk: Curb side : Yard,Private,,8,Width 0ft,37.745623,-122.4671338,Pittosporum undulatum ,Victorian Box
9205,120486,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,6239 California St,1.0,Sidewalk: Curb side : Cutout,Private,,20,Width 3ft,37.78382205,-122.4846818,Platanus x hispanica ,Sycamore: London Plane
9213,211947,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,260 San Anselmo Ave,1.0,Sidewalk: Curb side : Yard,Private,,6,Width 4ft,37.73409122,-122.4645824,Platanus x hispanica ,Sycamore: London Plane
9214,208453,Permitted Site,Lophostemon confertus :: Brisbane Box,151 Dorado Ter,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.72676186,-122.4616556,Lophostemon confertus ,Brisbane Box
9223,134450,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,320 McAllister St,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.78052811,-122.417458,Platanus x hispanica ,Sycamore: London Plane
9226,54865,DPW Maintained,Pittosporum undulatum :: Victorian Box,1845 Hayes St,1.0,Sidewalk: Curb side : Cutout,Private,8/17/72 0:00,14,,37.77377289,-122.4469169,Pittosporum undulatum ,Victorian Box
9229,140173,DPW Maintained,Pittosporum undulatum :: Victorian Box,1900 CLAYTON ST,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.77280426,-122.4492611,Pittosporum undulatum ,Victorian Box
9230,140337,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1550 Steiner St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 0ft,37.78380584,-122.4344213,Platanus x hispanica ,Sycamore: London Plane
9238,114194,Significant Tree,Lophostemon confertus :: Brisbane Box,555x SAN JOSE AVE,2.0,Front Yard : Yard,Private,11/23/15 0:00,30,3x3,37.74724033,-122.4209413,Lophostemon confertus ,Brisbane Box
9240,132800,DPW Maintained,Pittosporum undulatum :: Victorian Box,2205 Steiner St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.78974335,-122.4357792,Pittosporum undulatum ,Victorian Box
9242,60493,DPW Maintained,Pittosporum undulatum :: Victorian Box,1239 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,12/1/82 0:00,10,,37.78139377,-122.4374516,Pittosporum undulatum ,Victorian Box
9244,111986,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,15 SEACLIFF AVE,4.0,Sidewalk: Curb side : Cutout,Private,,20,,37.7888996,-122.4849879,Metrosideros excelsa ,New Zealand Xmas Tree
9245,98733,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,360 Grove St,9.0,Sidewalk: Curb side : Cutout,DPW for City Agency,,13,3x3,37.77818195,-122.4225248,Platanus x hispanica ,Sycamore: London Plane
9250,232825,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3460 16th St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.7645031,-122.4301077,Metrosideros excelsa ,New Zealand Xmas Tree
9258,132726,DPW Maintained,Pittosporum undulatum :: Victorian Box,2699 Filbert St,9.0,Sidewalk: Property side : Yard,Private,,6,Width 3ft,37.7969378,-122.4435171,Pittosporum undulatum ,Victorian Box
9260,13742,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,801 Market St,4.0,Sidewalk: Curb side : Cutout,DPW,,35,4X4,37.7854691,-122.4059881,Platanus x hispanica ,Sycamore: London Plane
9261,194856,DPW Maintained,Pittosporum undulatum :: Victorian Box,800 03rd St,4.0,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.77766938,-122.3915032,Pittosporum undulatum ,Victorian Box
9263,8503,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1950X Geary Blvd,14.0,Sidewalk: Curb side : Cutout,Rec/Park,,24,3X3,37.78416236,-122.4354589,Platanus x hispanica ,Sycamore: London Plane
9264,132911,DPW Maintained,Pittosporum undulatum :: Victorian Box,2430 Vallejo St,3.0,Sidewalk: Property side : Yard,Private,,6,Width 5ft,37.79501549,-122.4374757,Pittosporum undulatum ,Victorian Box
9268,3185,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,3628X California St,3.0,Sidewalk: Curb side : Cutout,Private,,35,3X3,37.78638499,-122.454211,Platanus x hispanica ,Sycamore: London Plane
9273,9207,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,6221 Geary Blvd,3.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.77981869,-122.4862032,Metrosideros excelsa ,New Zealand Xmas Tree
9276,123661,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,4451 Cornwall St,2.0,Sidewalk: Curb side : Cutout,Private,,22,Width 4ft,37.78471062,-122.4652622,Platanus x hispanica ,Sycamore: London Plane
9281,232245,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3001 Castro St,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.73573399,-122.4324748,Metrosideros excelsa ,New Zealand Xmas Tree
9282,133209,DPW Maintained,Pittosporum undulatum :: Victorian Box,641 Davis St,10.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.79820653,-122.3986546,Pittosporum undulatum ,Victorian Box
9283,2948,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1991 California St,1.0,Sidewalk: Curb side : Cutout,Private,,45,3X3,37.78966871,-122.4270645,Platanus x hispanica ,Sycamore: London Plane
9284,12403,DPW Maintained,Lophostemon confertus :: Brisbane Box,1455 Laguna St,2.0,Sidewalk: Curb side : Cutout,DPW,12/20/13 0:00,3,3X3,37.78478141,-122.4280414,Lophostemon confertus ,Brisbane Box
9294,208364,DPW Maintained,Lophostemon confertus :: Brisbane Box,4986 19th Ave,2.0,Sidewalk: Curb side : Yard,Private,,2,Width 3ft,37.72870913,-122.4745859,Lophostemon confertus ,Brisbane Box
9295,193884,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,444 Spear St,5.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.78806683,-122.388634,Metrosideros excelsa ,New Zealand Xmas Tree
9299,235601,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,721 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.76125684,-122.4214299,Platanus x hispanica ,Sycamore: London Plane
9302,172747,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1230 Chestnut St,2.0,Sidewalk: Curb side : Cutout,Private,6/5/17 0:00,3,4x3,37.80251886,-122.4233486,Lophostemon confertus ,Brisbane Box
9303,178495,DPW Maintained,Pittosporum undulatum :: Victorian Box,115 Vienna St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 2ft,37.72639715,-122.4259021,Pittosporum undulatum ,Victorian Box
9305,236196,DPW Maintained,Pittosporum undulatum :: Victorian Box,127 Otis St,6.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.77263682,-122.4190817,Pittosporum undulatum ,Victorian Box
9314,8840,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4000 Geary Blvd,9.0,Median : Cutout,DPW,,12,M6,37.78118309,-122.4621198,Metrosideros excelsa ,New Zealand Xmas Tree
9316,208213,DPW Maintained,Lophostemon confertus :: Brisbane Box,1500x Portola Dr,12.0,Median : Cutout,DPW,,6,Width 3ft,37.73666986,-122.4692981,Lophostemon confertus ,Brisbane Box
9322,122433,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,598X Folsom St,3.0,Sidewalk: Curb side : Cutout,Private,,10,4x4,37.78594314,-122.3963507,Platanus x hispanica ,Sycamore: London Plane
9328,120563,DPW Maintained,Lophostemon confertus :: Brisbane Box,2190 03rd St,3.0,Sidewalk: Curb side : Cutout,Private,,11,3x3,37.76221888,-122.3888487,Lophostemon confertus ,Brisbane Box
9334,29135,DPW Maintained,Lophostemon confertus :: Brisbane Box,60 Leavenworth St,1.0,Sidewalk: Curb side : Cutout,DPW,11/19/05 0:00,8,3x30,37.78111898,-122.4136276,Lophostemon confertus ,Brisbane Box
9340,8999,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,5240 Geary Blvd,5.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.78062234,-122.4755353,Metrosideros excelsa ,New Zealand Xmas Tree
9344,135419,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,101 Drumm St,3.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79510466,-122.3968231,Platanus x hispanica ,Sycamore: London Plane
9346,124337,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,198 Palm Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 6ft,37.78157035,-122.4576513,Metrosideros excelsa ,New Zealand Xmas Tree
9351,8850,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,4055X Geary Blvd,5.0,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.78095322,-122.4627228,Metrosideros excelsa ,New Zealand Xmas Tree
9357,5376,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,290 Dolores St,2.0,Sidewalk: Curb side : Cutout,DPW,,40,3X3PL,37.76484422,-122.4265459,Metrosideros excelsa ,New Zealand Xmas Tree
9361,184187,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1655 48th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 0ft,37.75558357,-122.5078055,Metrosideros excelsa ,New Zealand Xmas Tree
9363,130327,DPW Maintained,Lophostemon confertus :: Brisbane Box,542 North Point St,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.80634204,-122.4161377,Lophostemon confertus ,Brisbane Box
9364,140109,DPW Maintained,Pittosporum undulatum :: Victorian Box,590 Masonic Ave,6.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.77628666,-122.4464391,Pittosporum undulatum ,Victorian Box
9366,133305,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2550 Green St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.79548294,-122.4410979,Platanus x hispanica ,Sycamore: London Plane
9371,9966,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,700X Grove St,6.0,Sidewalk: Curb side : Cutout,DPW,,18,4x4,37.77724354,-122.4281332,Platanus x hispanica ,Sycamore: London Plane
9373,5377,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,290 Dolores St,3.0,Sidewalk: Curb side : Cutout,DPW,,40,3X3PL,37.76480392,-122.4265428,Metrosideros excelsa ,New Zealand Xmas Tree
9384,201038,DPW Maintained,Lophostemon confertus :: Brisbane Box,2130 03rd St,5.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.76251413,-122.3888587,Lophostemon confertus ,Brisbane Box
9386,10607,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,22 Hawkins Ln,1.0,Sidewalk: Curb side : Cutout,DPW,,10,3X3,37.73478604,-122.3836456,Metrosideros excelsa ,New Zealand Xmas Tree
9398,184301,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1546 46th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 0ft,37.75765355,-122.5056603,Metrosideros excelsa ,New Zealand Xmas Tree
9403,26129,DPW Maintained,Pittosporum undulatum :: Victorian Box,1411 Oakdale Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.73255861,-122.3869171,Pittosporum undulatum ,Victorian Box
9411,194991,DPW Maintained,Pittosporum undulatum :: Victorian Box,11 Dedman Ct,6.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.7368563,-122.385133,Pittosporum undulatum ,Victorian Box
9414,228623,DPW Maintained,Lophostemon confertus :: Brisbane Box,135 Clipper St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.74919508,-122.4279834,Lophostemon confertus ,Brisbane Box
9419,177229,DPW Maintained,Lophostemon confertus :: Brisbane Box,191 Santa Ynez Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.72526609,-122.4415246,Lophostemon confertus ,Brisbane Box
9428,5921,Permitted Site,Lophostemon confertus :: Brisbane Box,1300X Eddy St,3.0,Sidewalk: Curb side : Cutout,Private,6/17/97 0:00,0,4X4,37.78206203,-122.4296075,Lophostemon confertus ,Brisbane Box
9434,59036,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,3332 21st St,1.0,Sidewalk: Curb side : Cutout,Private,5/6/15 0:00,3,3x3,37.75692831,-122.42187,Platanus x hispanica ,Sycamore: London Plane
9438,32730,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,431 Capitol Ave,2.0,Sidewalk: Curb side : Cutout,SFUSD,10/29/96 0:00,3,3x3,37.71475295,-122.4591082,Metrosideros excelsa ,New Zealand Xmas Tree
9439,33890,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2600 Jackson St,2.0,Sidewalk: Curb side : Cutout,Private,3/3/97 0:00,2,,37.7920909,-122.4380741,Metrosideros excelsa ,New Zealand Xmas Tree
9440,133297,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2506 Green St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.79556136,-122.440493,Platanus x hispanica ,Sycamore: London Plane
9443,115121,Permitted Site,Lophostemon confertus :: Brisbane Box,499X MAIN ST,5.0,Sidewalk: Curb side : Cutout,Private,,16,,37.78724942,-122.3889664,Lophostemon confertus ,Brisbane Box
9450,119571,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,341 30th Ave,1.0,Sidewalk: Curb side : Yard,Private,,11,Width 3ft,37.78287346,-122.4903823,Platanus x hispanica ,Sycamore: London Plane
9451,105669,Undocumented,Lophostemon confertus :: Brisbane Box,209 DORADO TER,1.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.72602501,-122.4612151,Lophostemon confertus ,Brisbane Box
9452,83139,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,101X Whitney Young Cir,3.0,Sidewalk: Curb side : Cutout,Private,,4,,37.73473287,-122.3848785,Metrosideros excelsa ,New Zealand Xmas Tree
9453,70615,DPW Maintained,Lophostemon confertus :: Brisbane Box,956 Post St,1.0,Sidewalk: Curb side : Cutout,Private,,13,,37.78717433,-122.4176567,Lophostemon confertus ,Brisbane Box
9460,16788,DPW Maintained,Pittosporum undulatum :: Victorian Box,1979 O'Farrell St,2.0,Sidewalk: Curb side : Cutout,DPW,,10,4X4,37.7826331,-122.4372318,Pittosporum undulatum ,Victorian Box
9478,101919,Section 806 (d),Platanus x hispanica :: Sycamore: London Plane,1401X California St,1.0,Sidewalk: Curb side : Cutout,Private,12/7/12 0:00,9,3x3,37.79083404,-122.4179416,Platanus x hispanica ,Sycamore: London Plane
9485,8039,DPW Maintained,Pittosporum undulatum :: Victorian Box,555 Fulton St,12.0,Sidewalk: Curb side : Cutout,DPW,,14,3X3,37.77840776,-122.4254955,Pittosporum undulatum ,Victorian Box
9492,13619,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,560 Market St,2.0,Sidewalk: Curb side : Cutout,DPW,,25,4x4,37.79030876,-122.4002516,Platanus x hispanica ,Sycamore: London Plane
9499,1099,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2322 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,25,3X3,37.71675131,-122.4439145,Metrosideros excelsa ,New Zealand Xmas Tree
9502,134680,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1140 Pine St,4.0,Sidewalk: Curb side : Cutout,Private,,12,Width 2ft,37.79044203,-122.4146679,Platanus x hispanica ,Sycamore: London Plane
9514,134451,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,320 McAllister St,3.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.78051768,-122.4175656,Platanus x hispanica ,Sycamore: London Plane
9520,23182,DPW Maintained,Lophostemon confertus :: Brisbane Box,500X Van Ness Ave,2.0,Median : Cutout,DPW,6/9/05 0:00,3,3X3,37.78006211,-122.4201599,Lophostemon confertus ,Brisbane Box
9536,142907,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,470 GREEN ST,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.79981747,-122.4069907,Platanus x hispanica ,Sycamore: London Plane
9546,235604,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,675 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.76195627,-122.4214955,Platanus x hispanica ,Sycamore: London Plane
9550,130402,DPW Maintained,Lophostemon confertus :: Brisbane Box,537 Washington St,10.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.79553053,-122.4026704,Lophostemon confertus ,Brisbane Box
9552,18489,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,29 Powell St,2.0,Sidewalk: Curb side : Cutout,Private,,12,4X4,37.78487639,-122.4077915,Metrosideros excelsa ,New Zealand Xmas Tree
9556,142149,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,30 Stanyan Blvd,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.78101062,-122.4561085,Metrosideros excelsa ,New Zealand Xmas Tree
9565,131283,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5 Locust St,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79051862,-122.4526169,Metrosideros excelsa ,New Zealand Xmas Tree
9572,213153,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,225 Miramar Ave,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 4ft,37.72248968,-122.4582669,Metrosideros excelsa ,New Zealand Xmas Tree
9574,98763,DPW Maintained,Pittosporum undulatum :: Victorian Box,1500X North Point St,14.0,Sidewalk: Property side : Cutout,Private,,16,3x3,37.80418045,-122.4330405,Pittosporum undulatum ,Victorian Box
9589,195828,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1075 Mission St,13.0,Sidewalk: Curb side : Cutout,Private,,5,Width 4ft,37.78020443,-122.4095216,Platanus x hispanica ,Sycamore: London Plane
9601,75820,Undocumented,Lophostemon confertus :: Brisbane Box,598x Ellis St,2.0,Sidewalk: Curb side : Cutout,Private,5/29/82 0:00,3,,37.78448799,-122.4159885,Lophostemon confertus ,Brisbane Box
9606,133849,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2221 Baker St,4.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79150781,-122.4446073,Platanus x hispanica ,Sycamore: London Plane
9611,211638,DPW Maintained,Pittosporum undulatum :: Victorian Box,605x Saint Francis Blvd,1.0,Median : Yard,DPW,,12,,37.73493557,-122.4652448,Pittosporum undulatum ,Victorian Box
9614,2970,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2136 California St,1.0,Sidewalk: Curb side : Cutout,DPW,,25,3X3,37.78954241,-122.4295946,Platanus x hispanica ,Sycamore: London Plane
9630,8407,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1555 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,30,3X3,37.78472842,-122.4288401,Platanus x hispanica ,Sycamore: London Plane
9641,22977,DPW Maintained,Lophostemon confertus :: Brisbane Box,630 Valencia St,1.0,Sidewalk: Curb side : Cutout,Police Dept,3/14/95 0:00,20,3X3,37.7629014,-122.4218133,Lophostemon confertus ,Brisbane Box
9645,14124,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1615 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,,18,4X4,37.77397299,-122.4206202,Platanus x hispanica ,Sycamore: London Plane
9647,123064,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,405 12th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.78042271,-122.4707635,Metrosideros excelsa ,New Zealand Xmas Tree
9648,29316,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,5.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74010894,-122.4627903,Lophostemon confertus ,Brisbane Box
9658,1146,DPW Maintained,Lophostemon confertus :: Brisbane Box,2670 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,4/19/01 0:00,8,3X3,37.7141807,-122.4485855,Lophostemon confertus ,Brisbane Box
9659,23199,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,540 Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,24,3X3,37.78059798,-122.4202077,Platanus x hispanica ,Sycamore: London Plane
9660,23102,DPW Maintained,Lophostemon confertus :: Brisbane Box,1411 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,4/29/92 0:00,20,3X3,37.75024067,-122.4203773,Lophostemon confertus ,Brisbane Box
9666,142322,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1793 Grove St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.77485055,-122.4460267,Platanus x hispanica ,Sycamore: London Plane
9668,16321,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,771 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.73142179,-122.452736,Metrosideros excelsa ,New Zealand Xmas Tree
9681,213172,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,551 Junipero Serra Blvd,15.0,Sidewalk: Curb side : Yard,Private,,16,Width 3ft,37.72819614,-122.4718015,Metrosideros excelsa ,New Zealand Xmas Tree
9683,3519,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,201X Cargo Way,29.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.74173361,-122.3798069,Metrosideros excelsa ,New Zealand Xmas Tree
9687,133859,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2901 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.79219684,-122.4432588,Platanus x hispanica ,Sycamore: London Plane
9691,195915,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1 Ardath Ct,20.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.73459442,-122.3823569,Platanus x hispanica ,Sycamore: London Plane
9694,249401,DPW Maintained,Lophostemon confertus :: Brisbane Box,245 Hyde St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.78315855,-122.4158917,Lophostemon confertus ,Brisbane Box
9697,186001,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1900 Sunset Blvd,1.0,Sidewalk: Curb side : Yard,Private,,23,Width 0ft,37.75002214,-122.4948419,Metrosideros excelsa ,New Zealand Xmas Tree
9702,67712,DPW Maintained,Lophostemon confertus :: Brisbane Box,544 02nd St,1.0,Sidewalk: Curb side : Cutout,Private,11/19/92 0:00,14,,37.78256981,-122.3931357,Lophostemon confertus ,Brisbane Box
9703,134170,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2560 Webster St,4.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.794366,-122.433171,Platanus x hispanica ,Sycamore: London Plane
9709,129868,DPW Maintained,Lophostemon confertus :: Brisbane Box,2200 North Point St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.80280498,-122.4436219,Lophostemon confertus ,Brisbane Box
9720,171146,DPW Maintained,Pittosporum undulatum :: Victorian Box,2 Edinburgh St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.72850229,-122.4266,Pittosporum undulatum ,Victorian Box
9721,8738,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3300X Geary Blvd,1.0,Median : Cutout,DPW,,12,6x10,37.78157297,-122.4544032,Metrosideros excelsa ,New Zealand Xmas Tree
9722,5828,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,810 Eddy St,1.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.78299123,-122.421249,Platanus x hispanica ,Sycamore: London Plane
9724,249486,DPW Maintained,Lophostemon confertus :: Brisbane Box,1400x Van Ness Ave,6.0,Median : Cutout,DPW,,4,Width 3ft,37.78918252,-122.422105,Lophostemon confertus ,Brisbane Box
9727,85482,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2400X Hyde St,5.0,Sidewalk: Curb side : Cutout,DPW,,9,3x3,37.80296448,-122.4197348,Platanus x hispanica ,Sycamore: London Plane
9730,195415,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,214 Beale St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 2ft,37.7897145,-122.3941839,Platanus x hispanica ,Sycamore: London Plane
